city_cn,city,city_id,distance,local_flow,pagerank
巴音郭楞蒙古自治州,Bayingolin,652800,2802.568393022108,2.7379866240000004,0.0021568125134552108
阿克苏地区,Akesu,652900,3264.9296542717852,2.001072276,0.002096198189717451
克孜勒苏柯尔克孜自治州,Kezilesukeerkezi,653000,3589.2082970939337,0.292195188,0.0007865506016585116
喀什地区,Kashgar,653100,3602.512664166529,1.5813976679999997,0.0018012527227286555
和田地区,Hetian,653200,3244.124363736894,0.513520884,0.0011215570533720915
伊犁哈萨克自治州,Yili,654000,3248.364176987437,2.927088576,0.0023540239701536733
塔城地区,Tacheng,654200,3229.1765917772555,1.27464516,0.001964340989687954
阿勒泰地区,Aletai,654300,2936.0969938800195,0.5512033800000001,0.0011607553030980214
石河子市,Shihezi,659001,2902.24635209728,1.327312008,0.0014660761253572467
阿拉尔市,Alar,659002,3168.2292624671086,0.209478312,0.0007434269883509973
图木舒克市,Tumxuk,659003,3343.5333173784056,0.15226218,0.0005788654368071261
五家渠市,Wujiaqu,659004,2788.517994150929,0.31565181600000003,0.0009118424576663662
北屯市,Beitun,659005,2926.8651600086046,0.08579617199999999,0.000844793002628567
铁门关市,Tiemenguan,659006,2842.537442332984,0.0911817,0.0006008397679898459
双河市,Shuanghe,659007,3199.284794637277,0.2985345720000001,0.0009726648963663295
可克达拉市,Kokdala,659008,3272.236972642312,0.088377804,0.000731250306697853
昆玉市,Kunyu,659009,3328.813592081477,0.047382732,0.0005529436467550654
