city_cn,city,city_id,province_cn,province,tier,lat,lng,population,city_tier1,city_tier2,city_tier3,city_tier4,city_tier5,distance,local_flow,pagerank,mean_intensity,intensity_2019,intensity_2020,intensity_reduction,date_0123,date_0124,date_0125,date_0126,date_0127,date_0128,date_0129,date_0130,date_0131,date_0201,date_0202,date_0203,date_0204,date_0205,date_0206,date_0207,date_0208,date_0209,date_0210,date_0211,date_0212,date_0213,date_0214,date_0215,date_0216,date_0217,date_0218,date_0219,date_0220,date_0221,date_0222,date_0223,date_0224,date_0225,date_0226,date_0227,date_0228,date_0229,date_0301,date_0302,date_0303,date_0304,date_0305,date_0306,date_0307,date_0308,date_0309,date_0310,date_0311,date_0312,date_0313,date_0314,date_0315,date_0316,date_0317,date_0318,date_0319,date_0320,date_0321,date_0322,date_0323,date_0324,date_0325,date_0326,date_0327,date_0328,date_0329,date_0330,date_0331,date_0401,hubei_city
绵阳市,Mianyang,510700,四川省,Sichuan,Tier 3,31.473663048745863,104.6855618607612,487.7,0,0,1,0,0,923.7834696220367,9.974307276000001,0.004374280728164579,5.288436363636363,346.5031,308.2538,38.24930000000001,2,2,5,7,8,8,9,11,12,14,17,17,17,18,19,20,20,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0
广元市,Guangyuan,510800,四川省,Sichuan,Tier 5,32.44161630531542,105.8504231816648,267.5,0,0,0,0,1,828.9703896460649,4.596045624000001,0.002615626647022003,5.625299999999998,355.7150000000001,373.5625,-17.847499999999968,0,0,0,0,0,1,3,2,2,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0
遂宁市,Suining,510900,四川省,Sichuan,Tier 5,30.539097671109122,105.59942153064439,318.9,0,0,0,0,1,835.5861921613382,6.335510256,0.003126695550993853,5.625195454545453,359.0021000000001,310.4491,48.55300000000005,1,2,2,2,3,3,4,5,5,5,5,5,5,5,5,6,8,10,10,10,10,10,10,12,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0
内江市,Neijiang,511000,四川省,Sichuan,Tier 5,29.58588653832045,105.06458802499719,370.0,0,0,0,0,1,898.1571732131778,4.600025316000001,0.003634554842000786,4.903740909090908,330.4979,299.2415,31.25640000000004,0,1,1,1,3,4,4,6,10,11,12,15,15,16,17,17,17,17,18,20,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0
乐山市,Leshan,511100,四川省,Sichuan,Tier 4,29.55794071745811,103.7725376036347,327.1,0,0,0,1,0,1022.2148374212774,5.3858532960000005,0.0027190872213061373,5.026459090909092,345.7153,308.8339,36.88139999999993,0,0,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
南充市,Nanchong,511300,四川省,Sichuan,Tier 3,30.84378250833704,106.11750261487228,643.5,0,0,1,0,0,785.1327275040367,12.903186114,0.005327542829446553,5.62635,362.4654000000001,341.65480000000014,20.810599999999965,0,0,2,2,4,5,9,11,16,23,26,27,28,29,30,31,32,33,35,34,35,35,35,35,35,38,38,38,38,38,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,0
眉山市,Meishan,511400,四川省,Sichuan,Tier 4,30.082526119421054,103.85656331579456,299.5,0,0,0,1,0,1006.5670069392971,4.2234890400000005,0.003418412231771555,4.8872,314.3174,278.7409,35.57650000000001,0,0,1,1,1,1,2,2,2,2,3,5,5,5,5,6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
宜宾市,Yibin,511500,四川省,Sichuan,Tier 4,28.758007028551827,104.6494037048691,457.3,0,0,0,1,0,956.9086435299623,6.578404956,0.0037301141002240704,5.38374090909091,358.49300000000005,334.0737,24.419300000000018,0,0,0,1,1,2,5,7,7,7,7,7,7,8,9,9,9,9,9,10,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
广安市,Guangan,511600,四川省,Sichuan,Tier 5,30.461746110679,106.63955268233484,325.1,0,0,0,0,1,736.2931551947822,9.503415072000001,0.00372407186524968,5.358554545454545,348.2535000000001,327.7021,20.551400000000054,2,2,2,6,7,7,9,13,16,20,21,24,24,24,27,28,28,28,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0
达州市,Dazhou,511700,四川省,Sichuan,Tier 4,31.21430772392745,107.47459385897542,574.1,0,0,0,1,0,657.0466470962675,16.95570489,0.00425891855905226,5.390918181818184,336.5464,316.55999999999995,19.98640000000006,1,1,1,3,3,4,6,8,9,9,11,13,17,20,23,25,25,28,30,33,36,36,36,36,38,39,40,40,41,41,41,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,0
雅安市,Yaan,511800,四川省,Sichuan,Tier 5,30.01679254570607,103.04954262360451,154.1,0,0,0,0,1,1084.728677769156,1.190279124,0.0015736361685764842,4.869913636363635,318.22,287.1234,31.096599999999967,1,1,1,1,2,2,2,3,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
巴中市,Bazhong,511900,四川省,Sichuan,Tier 5,31.872888585956545,106.7515853031645,331.92,0,0,0,0,1,733.7910674119064,7.1865597600000015,0.002827314379730177,6.2748181818181825,382.53469999999993,416.6697,-34.135000000000105,0,0,0,0,0,2,4,5,8,8,12,12,15,19,20,21,21,22,22,22,22,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0
资阳市,Ziyang,512000,四川省,Sichuan,Tier 5,30.13495655925314,104.63443534164408,250.3,0,0,0,0,1,931.3899935975987,3.3206196239999994,0.0030414051328544003,4.990822727272726,337.7724,316.2633,21.50909999999999,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
阿坝藏族羌族自治州,Aba,513200,四川省,Sichuan,Tier 5,31.905511577266523,102.2314154617502,94.6,0,0,0,0,1,1159.12901250964,0.4775889600000001,0.001309060024527673,4.03945,285.43090000000007,233.1161,52.31480000000005,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
甘孜藏族自治州,Ganzi,513300,四川省,Sichuan,Tier 5,30.05527884351838,101.96854674579022,119.9,0,0,0,0,1,1187.9421951541985,0.24387771600000002,0.0011389225306586064,3.1975000000000007,250.5466,191.87580000000003,58.670799999999936,0,0,2,2,3,3,5,5,5,5,6,8,10,12,17,17,17,23,27,36,37,43,44,50,57,62,65,67,68,69,69,69,69,71,74,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
凉山彝族自治州,Liangshan,513400,四川省,Sichuan,Tier 5,27.88775230036972,102.27350268097021,531.03,0,0,0,0,1,1207.473071813369,3.9297023639999997,0.0026219801791456557,4.76024090909091,319.6428,307.97440000000006,11.668399999999965,0,0,0,1,2,2,2,3,5,5,6,6,7,7,7,9,9,10,10,10,10,10,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
贵阳市,Guiyang,520100,贵州省,Guizhou,Tier 2,26.653324822309752,106.63657676352777,497.14,0,1,0,0,0,868.2424325895952,30.078492048,0.007938938280761618,4.835818181818183,296.6239,241.3915,55.232399999999984,1,1,1,1,1,1,1,1,4,6,7,10,12,15,18,18,22,27,29,29,33,34,34,34,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,0
六盘水市,Liupanshui,520200,贵州省,Guizhou,Tier 5,26.59883310825749,104.8375546023468,295.05,0,0,0,0,1,1026.7060886606848,7.837763472000002,0.002960567039818529,5.6200954545454564,346.5504,333.8501,12.700299999999972,0,0,0,1,1,1,1,4,8,8,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
遵义市,Zunyi,520300,贵州省,Guizhou,Tier 3,27.731700878916666,106.93342774801829,630.2,0,0,1,0,0,784.7205032215674,17.463543462000004,0.005129748054425479,5.691854545454545,340.1612,329.82389999999987,10.337300000000084,0,0,0,0,0,0,1,1,4,5,8,9,9,9,12,15,15,19,23,25,25,28,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
安顺市,Anshun,520400,贵州省,Guizhou,Tier 5,26.25925237871499,105.95441712388904,236.36,0,0,0,0,1,949.0749496577896,5.7112098840000005,0.0025542090180956122,5.698886363636364,351.9598,342.3742,9.5856,0,0,0,0,0,0,0,0,0,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
毕节市,Bijie,520500,贵州省,Guizhou,Tier 5,27.290215083425952,105.2985887950112,671.43,0,0,0,0,1,951.70975089365,10.834982982,0.005364024409302346,5.85058181818182,356.439,382.9408,-26.501799999999946,0,0,0,0,0,0,1,1,3,4,4,8,11,13,13,21,21,21,21,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,0
铜仁市,Tongren,520600,贵州省,Guizhou,Tier 4,27.73778645640524,109.19643889817664,318.85,0,0,0,1,0,589.9222684788298,12.86282673,0.002867105681442802,6.0388045454545445,372.5541,378.4969,-5.942800000000091,1,2,2,2,2,2,2,2,3,3,6,6,6,6,6,6,7,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
黔西南布依族苗族自治州,Qianxinan,522300,贵州省,Guizhou,Tier 5,25.093967349416513,104.91249214626991,288.6,0,0,0,0,1,1107.9739742149968,6.4139658840000005,0.002027920843981561,6.408331818181819,382.1222,405.7951,-23.672900000000034,0,0,1,1,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
黔东南苗族侗族自治州,Qiandongnan,522600,贵州省,Guizhou,Tier 4,26.589702969826032,107.98944624077879,355.2,0,0,0,1,0,761.2117107730821,12.531598614000005,0.00262123078930488,5.353236363636364,344.7229000000001,332.4419,12.281000000000065,0,0,0,0,0,0,1,1,2,4,4,4,5,5,5,5,6,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
黔南布依族苗族自治州,Qiannan,522700,贵州省,Guizhou,Tier 4,26.26061619607384,107.5284027057371,426.65,0,0,0,1,0,819.8917428667952,9.947630736,0.0031783541286901557,5.359859090909091,218.5144,330.3296,-111.81519999999998,1,1,1,2,4,4,4,4,4,5,5,6,6,6,7,7,7,8,8,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0
昆明市,Kunming,530100,云南省,Yunnan,Tier 2,24.873998150044013,102.85244836500479,695.0,0,1,0,0,0,1294.6666603563785,42.15828983400001,0.009854234275549592,4.835559090909091,299.7027,245.0197,54.68299999999999,2,3,4,7,7,15,21,24,30,31,32,34,34,37,40,41,41,42,45,46,47,48,48,49,51,52,52,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,54,55,55,55,55,55,55,55,55,55,57,59,59,59,59,60,60,61,0
曲靖市,Qujing,530300,云南省,Yunnan,Tier 4,25.49640693154367,103.8024348279468,617.77,0,0,0,1,0,1176.9961924820607,9.58173786,0.00414967673027436,5.566731818181819,348.0764,360.5593,-12.482899999999974,0,0,1,1,2,5,5,5,5,5,6,8,10,10,10,11,11,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
玉溪市,Yuxi,530400,云南省,Yunnan,Tier 5,24.35771094244625,102.55356029311,238.9,0,0,0,0,1,1351.0007677745698,3.214526472,0.0018680642850450648,4.988513636363637,328.7796,309.6681999999999,19.11140000000012,0,0,1,1,1,5,6,6,7,11,12,12,12,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
保山市,Baoshan,530500,云南省,Yunnan,Tier 5,25.139038793265964,99.17727328581788,263.0,0,0,0,0,1,1606.7058665181698,2.940439644,0.0018553702854647914,4.665522727272728,324.04439999999994,300.00560000000013,24.03879999999987,0,0,0,2,3,4,5,6,6,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
昭通市,Zhaotong,530600,云南省,Yunnan,Tier 5,27.344083860246812,103.72351177196887,564.57,0,0,0,0,1,1092.6184609052996,5.93269434,0.0037099266563446046,5.790936363636362,358.4536,382.4734,-24.019800000000032,0,0,0,1,1,2,4,4,6,6,8,9,10,10,10,10,12,12,12,14,14,19,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0
丽江市,Lijiang,530700,云南省,Yunnan,Tier 5,26.860657438064884,100.23246452903452,130.24,0,0,0,0,1,1435.2290890203326,8.478063288,0.0018509930379427765,4.632904545454545,314.4603,269.528,44.9323,0,1,2,2,5,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,0
普洱市,Puer,530800,云南省,Yunnan,Tier 5,22.830979186010275,100.97256981472799,265.2,0,0,0,0,1,1579.879669692312,1.3208585760000002,0.0014507615061261695,5.237890909090909,364.9299,337.4665,27.46340000000004,0,0,0,0,0,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
临沧市,Lincang,530900,云南省,Yunnan,Tier 5,23.89046855627851,100.09544042014869,253.82,0,0,0,0,1,1590.166341357889,1.4504401080000002,0.0012507833169224179,5.0596,355.6519,352.0443,3.607599999999934,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
楚雄彝族自治州,Chuxiong,532300,云南省,Yunnan,Tier 5,25.051773565340376,101.53441248050268,275.5,0,0,0,0,1,1399.5387810936468,2.7563328,0.0019048355466077204,4.972886363636363,331.9029000000001,326.4402,5.462700000000041,0,0,0,0,0,0,0,0,0,0,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
红河哈尼族彝族自治州,Honghe,532500,云南省,Yunnan,Tier 4,23.369996247605467,103.38154905257929,477.5,0,0,0,1,0,1347.3101935017726,3.595680396,0.002308671137631712,5.096181818181818,341.66199999999986,326.5753,15.08669999999995,0,0,1,1,2,2,4,4,5,5,5,5,5,5,5,5,5,5,6,7,7,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
文山壮族苗族自治州,Wenshan,532600,云南省,Yunnan,Tier 5,23.40599429361173,104.2225689910943,367.2,0,0,0,0,1,1278.6681792020095,2.115948744,0.0017420912155063073,6.2606590909090905,400.43140000000005,399.3154,1.1160000000000423,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
西双版纳傣族自治州,Xishuangbanna,532800,云南省,Yunnan,Tier 5,22.013601254764165,100.80344682455635,119.6,0,0,0,0,1,1648.2104195652291,2.564135352,0.0010952505375509698,4.744577272727274,317.2523999999999,259.4739,57.778499999999894,0,1,1,1,1,6,10,12,12,12,13,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
大理白族自治州,Dali,532900,云南省,Yunnan,Tier 4,25.59760490545194,100.23651930044413,364.58,0,0,0,1,0,1488.6128982580994,6.493384116000001,0.0030860834978057817,4.5811909090909095,305.2125,284.1857,21.02679999999998,0,0,1,1,2,3,4,6,6,7,7,7,7,8,11,11,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
德宏傣族景颇族自治州,Dehong,533100,云南省,Yunnan,Tier 5,24.43801070275812,98.59135935611413,132.4,0,0,0,0,1,1694.2976269248136,1.2135504240000001,0.0011138820128618377,4.022577272727272,282.82129999999995,251.4912,31.330099999999927,0,0,0,2,2,2,2,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
怒江傈僳族自治州,Nujiang,533300,云南省,Yunnan,Tier 5,25.82370741765775,98.8632883813579,55.7,0,0,0,0,1,1604.4687960722174,0.17120257199999994,0.0007430782718872297,3.475940909090909,242.4101,226.4959,15.914200000000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
迪庆藏族自治州,Diqing,533400,云南省,Yunnan,Tier 5,27.82518468364326,99.70952999013956,40.03,0,0,0,0,1,1451.6274473069132,0.21330669600000005,0.0008229138030776894,3.8351136363636367,271.4276,235.2534,36.17419999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
拉萨市,Lhasa,540100,西藏自治区,Xizang,Tier 4,29.650040274767733,91.12082391546393,55.89,0,0,0,1,0,2233.3335324688464,2.960361756,0.002581734213865356,3.6913363636363625,261.4021,195.2877,66.11440000000002,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
日喀则市,Shigatse,540200,西藏自治区,Xizang,Tier 5,29.275657822511512,88.89370303482552,87.07,0,0,0,0,1,2453.2156385123817,0.30158956800000003,0.000975167865485004,3.11035,219.8655,213.3537,6.511799999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
昌都市,Chamdo,540300,西藏自治区,Xizang,Tier 5,31.14734654932703,97.17958359408598,79.8067,0,0,0,0,1,1637.8453744626108,0.13457016,0.0007519941651474197,2.652304545454546,216.1221,182.9993,33.12280000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
林芝市,Nyingchi,540400,西藏自治区,Xizang,Tier 5,29.654042176951524,94.36805828713257,23.8021,0,0,0,0,1,1922.179735219667,0.135914112,0.0007869450690689725,2.8020863636363638,217.8443,168.47250000000003,49.37179999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山南市,Shannan,540500,西藏自治区,Xizang,Tier 5,29.243026939249226,91.77867513851903,38.261,0,0,0,0,1,2177.402346475006,0.5376556440000001,0.0009708553269514515,2.8078272727272733,217.5556,187.0923,30.46329999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
那曲市,Naqu,540600,西藏自治区,Xizang,Tier 5,31.482438388454657,92.05733849817491,50.37,0,0,0,0,1,2123.107627261353,0.19620954,0.0007814177442620084,2.497340909090909,223.3046,177.42430000000004,45.880299999999984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿里地区,Ali,542500,西藏自治区,Xizang,Tier 5,32.50686601763335,80.11277692192645,12.4,0,0,0,0,1,3240.204024224117,0.009648072,0.00044132168185221103,1.967990909090909,174.44549999999995,135.44580000000002,38.99969999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西安市,Xian,610100,陕西省,Shaanxi,new Tier 1,34.34726881662395,108.94646555063274,1020.35,1,0,0,0,0,653.4053358350509,60.96543732000001,0.0149313150097227,5.154281818181818,314.8835,214.38870000000003,100.4948,2,2,8,12,15,18,22,32,39,47,55,60,70,74,80,88,96,98,104,110,114,114,114,114,117,117,118,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,0
铜川市,Tongchuan,610200,陕西省,Shaanxi,Tier 5,34.902637080502906,108.95240424835922,80.37,0,0,0,0,1,692.6538101453449,0.7605627840000001,0.0009771787074299779,4.612877272727271,313.1046,257.1945,55.9101,0,0,5,5,5,5,5,5,5,6,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
宝鸡市,Baoji,610300,陕西省,Shaanxi,Tier 4,34.368915642869986,107.24457536704041,376.1,0,0,0,1,0,784.5687221636557,7.254590364000001,0.0025035328651012143,5.009390909090908,335.1262,273.3809,61.74529999999999,0,0,0,0,3,4,4,4,6,7,8,10,10,10,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
咸阳市,Xianyang,610400,陕西省,Shaanxi,Tier 3,34.335476293368586,108.71542245143304,435.62,0,0,1,0,0,669.5090076955512,10.804718304000001,0.005597638726337578,4.426240909090908,306.0255,232.72090000000003,73.30459999999994,1,1,3,4,4,5,5,6,8,9,9,11,15,15,15,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0
