city_cn,mean_intensity,intensity_2019,intensity_2020,intensity_reduction
淮北市,5.441072727272727,356.1825,281.52479999999997,74.65770000000003
铜陵市,5.86245909090909,384.53999999999996,350.46340000000004,34.07659999999993
安庆市,6.05480909090909,396.9983,354.62059999999997,42.377700000000004
黄山市,5.960886363636363,396.46410000000003,337.8777999999999,58.58630000000011
滁州市,5.551036363636364,368.8935,323.22689999999994,45.666600000000074
阜阳市,6.178150000000001,425.9902,339.1763,86.81389999999999
宿州市,5.493449999999999,384.7273,311.4786,73.24870000000004
六安市,5.775272727272726,399.50489999999996,337.01910000000004,62.48579999999993
亳州市,6.2413772727272745,439.66999999999996,381.62139999999994,58.04860000000002
池州市,5.67406818181818,370.7034,337.4801999999999,33.22320000000008
宣城市,5.853727272727273,390.9057,354.181,36.72470000000004
福州市,4.826963636363637,288.7985,237.1664,51.63209999999998
厦门市,5.27905,309.0563,257.85519999999997,51.201100000000054
莆田市,4.574836363636363,285.082,248.6143,36.46770000000001
三明市,4.8872636363636355,314.30860000000007,290.7335,23.575100000000077
泉州市,4.436918181818182,273.7278,240.02329999999998,33.704500000000024
漳州市,4.611122727272727,291.9583,272.6302999999999,19.328000000000088
南平市,4.624095454545454,304.31089999999995,253.6606,50.65029999999996
龙岩市,5.0340727272727275,333.80299999999994,302.6892,31.113799999999912
宁德市,4.681104545454545,286.66999999999996,266.7464,19.923599999999965
南昌市,5.1937772727272735,308.3124000000001,229.3661,78.9463000000001
景德镇市,5.7624272727272725,373.577,305.9316,67.6454
萍乡市,5.228313636363636,363.92229999999995,284.64650000000006,79.27579999999989
九江市,5.532418181818182,363.5159,286.61940000000004,76.89649999999995
新余市,5.705745454545454,392.99030000000005,253.01119999999997,139.97910000000007
鹰潭市,5.566886363636363,362.7804,310.20640000000003,52.573999999999955
赣州市,5.472086363636364,365.1845,302.9352,62.249300000000005
吉安市,5.428554545454545,333.21930000000003,294.6439,38.57540000000006
宜春市,5.636404545454545,387.631,296.95930000000004,90.67169999999993
抚州市,5.633536363636363,368.6106,319.7182,48.89239999999995
上饶市,5.5867227272727265,375.1764,311.882,63.294399999999996
济南市,5.718636363636365,333.8034,289.3958,44.4076
青岛市,5.787822727272727,348.75449999999995,287.5716,61.18289999999996
淄博市,5.874927272727274,374.93559999999997,305.27740000000006,69.65819999999991
枣庄市,5.930731818181818,388.9744,308.7108999999999,80.26350000000008
东营市,6.366213636363634,387.65020000000004,370.1854,17.464800000000025
烟台市,5.542849999999999,353.19000000000005,277.9382,75.25180000000006
潍坊市,5.487681818181818,353.65649999999994,278.0038,75.65269999999992
济宁市,5.627245454545455,371.13309999999996,282.3255,88.80759999999998
泰安市,5.349895454545453,354.7475999999999,260.15880000000004,94.58879999999988
威海市,5.3856090909090915,347.47450000000003,279.15740000000005,68.31709999999998
日照市,5.419363636363638,334.8124,297.41389999999996,37.39850000000007
临沂市,5.530818181818182,358.88210000000004,284.81180000000006,74.07029999999997
德州市,5.612963636363636,383.0053,304.25059999999996,78.75470000000001
聊城市,5.546404545454545,375.05609999999996,298.23539999999997,76.82069999999999
滨州市,5.876663636363636,390.7439999999999,314.2276,76.51639999999992
菏泽市,5.165886363636364,360.92900000000003,287.52849999999995,73.40050000000008
郑州市,5.587709090909092,344.55969999999996,230.27599999999998,114.28369999999998
开封市,5.580590909090909,380.6884,291.7276,88.9608
洛阳市,5.409840909090909,350.6007000000001,262.3139,88.28680000000008
平顶山市,5.478063636363637,365.84900000000005,279.1261,86.72290000000004
安阳市,5.304790909090909,354.26900000000006,249.23060000000004,105.03840000000002
鹤壁市,5.53261818181818,357.2144,263.6205,93.59390000000002
新乡市,5.491127272727273,362.4959,269.6851,92.81080000000003
焦作市,5.725836363636362,381.15389999999996,271.1893,109.96459999999996
濮阳市,5.556590909090909,370.9045,273.6159,97.28859999999997
许昌市,5.786231818181819,384.24770000000007,300.85319999999996,83.39450000000011
漯河市,5.578354545454544,365.301,273.30289999999997,91.99810000000002
三门峡市,5.261745454545454,345.3878,285.276,60.11180000000002
南阳市,5.531913636363637,370.8263,265.35749999999996,105.46880000000004
商丘市,6.052040909090908,416.7624,335.26320000000004,81.49919999999997
信阳市,5.663345454545453,381.347,277.71939999999995,103.62760000000003
周口市,5.819786363636364,389.5361,325.2061,64.32999999999998
驻马店市,5.727950000000001,381.3674,291.34279999999995,90.02460000000002
济源市,6.277986363636364,410.66940000000005,289.19540000000006,121.47399999999999
武汉市,4.6530227272727265,288.44809999999995,138.6974,149.75069999999997
黄石市,5.345427272727273,346.86250000000007,205.3473,141.51520000000008
十堰市,5.266813636363636,348.074,202.80730000000003,145.2667
宜昌市,5.353859090909091,357.63009999999997,215.02859999999998,142.6015
襄阳市,5.405299999999999,365.38489999999996,211.15679999999998,154.22809999999998
鄂州市,4.3329272727272725,282.9288,160.1255,122.80330000000004
荆门市,5.276872727272728,355.4126,220.0428,135.3698
孝感市,4.8802590909090915,319.32509999999996,200.44910000000002,118.87599999999995
荆州市,4.977563636363636,326.35609999999997,220.70749999999998,105.64859999999999
黄冈市,5.017513636363636,337.0362,230.7824,106.25380000000001
咸宁市,5.608299999999999,362.56399999999996,234.99120000000002,127.57279999999994
随州市,4.864095454545455,329.7707,191.85160000000002,137.91909999999996
恩施土家族苗族自治州,5.6122499999999995,361.83349999999996,271.3513,90.48219999999998
仙桃市,4.6017,292.0367,193.5057,98.531
潜江市,4.645418181818183,299.5491,192.6033,106.94580000000002
天门市,5.194,309.93159999999995,239.3814,70.55019999999993
神农架林区,4.717304545454546,316.3346,220.8148,95.51980000000003
长沙市,4.831245454545454,310.4165,239.8676,70.54889999999997
株洲市,5.303104545454546,360.7968,284.2253999999999,76.5714000000001
湘潭市,5.054286363636363,359.4632,296.85159999999996,62.61160000000001
衡阳市,5.3960409090909085,368.58150000000006,341.3414000000001,27.240099999999984
邵阳市,5.232231818181817,361.9293,328.8736,33.0557
岳阳市,5.162463636363636,356.388,280.77979999999997,75.60820000000001
常德市,5.2909500000000005,369.8229,302.76559999999995,67.05730000000005
张家界市,5.808936363636364,391.1191,343.9805,47.1386
益阳市,4.965800000000001,354.01590000000004,306.6077,47.40820000000002
郴州市,5.355222727272727,360.71840000000003,307.42600000000004,53.29239999999999
永州市,5.531922727272726,378.50980000000004,341.7162,36.793600000000026
怀化市,5.2752,350.41300000000007,306.5125,43.90050000000008
娄底市,5.32619090909091,358.0018,310.6574999999999,47.34430000000009
湘西土家族苗族自治州,5.700400000000001,367.5797,355.1468,12.432900000000018
广州市,4.226518181818182,268.7042,196.25080000000003,72.45339999999999
韶关市,4.8674454545454555,327.3315,289.6168,37.71469999999999
深圳市,4.337068181818182,259.6129,193.7077,65.90520000000004
珠海市,4.738145454545454,284.3967,231.857,52.53970000000001
汕头市,3.78205,244.98529999999997,219.8943,25.09099999999998
佛山市,4.303072727272727,280.9269,214.52689999999996,66.40000000000003
江门市,4.755354545454545,313.76359999999994,266.1739,47.58969999999994
湛江市,5.194327272727272,350.7821,324.7458,26.03630000000004
茂名市,4.850872727272726,347.9982000000001,311.847,36.15120000000013
肇庆市,4.394327272727273,306.97110000000004,232.08380000000002,74.88730000000001
惠州市,3.858377272727273,253.4412,195.3925,58.0487
梅州市,4.71165,325.1432000000001,294.8895,30.253700000000094
汕尾市,4.022931818181818,267.82680000000005,255.3279,12.498900000000049
河源市,4.532240909090908,303.46349999999995,265.8412,37.62229999999994
阳江市,5.105545454545455,338.04089999999997,313.87969999999996,24.161200000000008
清远市,4.690449999999999,322.7978,280.0433,42.75450000000001
东莞市,3.5297181818181813,225.46560000000002,174.02669999999998,51.43890000000005
中山市,4.246304545454545,276.3898000000001,208.3981,67.9917000000001
潮州市,3.744504545454546,243.8849,227.08520000000004,16.799699999999945
揭阳市,3.8814318181818184,255.5754,251.06629999999998,4.509100000000018
云浮市,4.5673590909090915,319.5156,294.9085,24.607100000000003
南宁市,5.228618181818182,332.2157,264.074,68.14170000000001
柳州市,5.409581818181818,348.53580000000005,296.444,52.091800000000035
桂林市,5.412004545454545,363.8136,294.35360000000003,69.45999999999998
梧州市,5.360368181818182,368.77250000000004,337.78090000000003,30.991600000000005
北海市,5.390404545454545,345.1909,274.3205,70.87040000000002
防城港市,5.046159090909091,313.41170000000005,261.6768,51.73490000000004
钦州市,5.106163636363636,347.28290000000004,304.01790000000005,43.264999999999986
贵港市,5.287968181818182,361.39380000000006,322.5439,38.84990000000005
玉林市,5.100709090909091,352.6835,302.732,49.95149999999995
百色市,5.78865909090909,380.9612,363.51869999999997,17.442500000000052
贺州市,5.339318181818182,363.56440000000003,312.55490000000003,51.0095
河池市,5.517227272727272,361.9639000000001,334.8431,27.120800000000088
来宾市,5.47935,364.8053,334.3297,30.475599999999986
崇左市,5.149013636363637,354.87379999999996,316.7698,38.103999999999985
海口市,5.456631818181818,311.52270000000004,240.2117,71.31100000000004
三亚市,6.5531181818181805,322.8214,295.7094,27.111999999999966
三沙市,5.2060818181818185,262.40549999999996,263.05920000000003,-0.6537000000000717
儋州市,5.4955181818181815,355.1824,303.0569,52.12549999999999
五指山市,4.253540909090909,253.74630000000002,249.1532,4.593100000000021
琼海市,5.445286363636364,333.42269999999996,295.15989999999994,38.26280000000003
文昌市,5.501472727272726,350.4073,330.3055,20.101800000000026
万宁市,5.811727272727271,374.6574,333.03549999999996,41.62190000000004
东方市,6.119363636363636,357.91610000000003,352.54040000000003,5.375699999999995
定安县,5.277736363636364,367.3978,347.23900000000003,20.158799999999985
屯昌县,5.090195454545455,384.0997,327.3017,56.798
澄迈县,4.983531818181818,313.99479999999994,298.28229999999996,15.712499999999977
临高县,5.912827272727273,395.3445,379.0291,16.315399999999954
白沙黎族自治县,5.2404,351.7856,338.0324,13.753199999999993
昌江黎族自治县,5.3205409090909095,342.67369999999994,309.9547,32.71899999999994
乐东黎族自治县,5.674763636363637,334.58230000000003,379.18980000000005,-44.607500000000016
陵水黎族自治县,5.721463636363636,327.70039999999995,328.9672,-1.2668000000000461
保亭黎族苗族自治县,5.359086363636364,327.527,310.7833,16.74369999999999
琼中黎族苗族自治县,4.616122727272727,330.8876,275.0913,55.79630000000003
重庆市,5.2401681818181824,330.0374,261.2332,68.80419999999998
成都市,5.2266590909090915,329.09610000000004,251.9701,77.12600000000003
自贡市,5.252090909090909,349.2777,332.19829999999996,17.07940000000002
攀枝花市,4.941022727272728,325.39090000000004,280.517,44.87390000000005
泸州市,5.3333,351.92330000000004,317.6597,34.263600000000054
德阳市,4.937122727272727,327.9299,277.5659,50.363999999999976
绵阳市,5.288436363636363,346.50309999999996,308.25379999999996,38.249300000000005
广元市,5.625299999999999,355.71500000000003,373.5625,-17.847499999999968
遂宁市,5.625195454545454,359.00210000000004,310.4491,48.553000000000054
内江市,4.903740909090908,330.4979,299.2415,31.256400000000042
乐山市,5.026459090909092,345.71529999999996,308.8339,36.88139999999993
南充市,5.62635,362.46540000000005,341.6548000000001,20.810599999999965
眉山市,4.8872,314.3174,278.7409,35.57650000000001
宜宾市,5.38374090909091,358.493,334.0737,24.41930000000002
广安市,5.358554545454545,348.25350000000003,327.7021,20.551400000000058
达州市,5.390918181818183,336.5464,316.55999999999995,19.98640000000006
雅安市,4.869913636363635,318.21999999999997,287.1234,31.096599999999967
巴中市,6.274818181818182,382.53469999999993,416.66970000000003,-34.135000000000105
资阳市,4.990822727272726,337.7724,316.2633,21.50909999999999
阿坝藏族羌族自治州,4.0394499999999995,285.43090000000007,233.11610000000002,52.31480000000005
甘孜藏族自治州,3.1975000000000007,250.54659999999996,191.87580000000003,58.67079999999993
凉山彝族自治州,4.760240909090909,319.6428,307.97440000000006,11.668399999999963
贵阳市,4.8358181818181825,296.6239,241.3915,55.232399999999984
六盘水市,5.620095454545456,346.55039999999997,333.8501,12.70029999999997
遵义市,5.691854545454545,340.1612,329.8238999999999,10.337300000000084
安顺市,5.698886363636364,351.9598,342.3742,9.5856
毕节市,5.85058181818182,356.439,382.94079999999997,-26.501799999999946
铜仁市,6.0388045454545445,372.55409999999995,378.49690000000004,-5.942800000000091
黔西南布依族苗族自治州,6.408331818181819,382.12219999999996,405.7951,-23.672900000000027
黔东南苗族侗族自治州,5.353236363636364,344.72290000000004,332.4419,12.281000000000063
黔南布依族苗族自治州,5.359859090909091,218.5144,330.32959999999997,-111.81519999999998
昆明市,4.835559090909091,299.7027,245.0197,54.68299999999999
曲靖市,5.566731818181818,348.0764,360.55929999999995,-12.482899999999972
玉溪市,4.988513636363636,328.7796,309.6681999999999,19.111400000000117
保山市,4.6655227272727275,324.04439999999994,300.0056000000001,24.038799999999867
昭通市,5.790936363636363,358.4536,382.4734,-24.019800000000032
丽江市,4.632904545454545,314.4603,269.528,44.9323
普洱市,5.237890909090909,364.92990000000003,337.4665,27.463400000000036
临沧市,5.0596,355.65189999999996,352.0443,3.607599999999934
楚雄彝族自治州,4.972886363636364,331.90290000000005,326.4402,5.462700000000041
红河哈尼族彝族自治州,5.096181818181819,341.6619999999999,326.57529999999997,15.08669999999995
文山壮族苗族自治州,6.2606590909090905,400.43140000000005,399.3154,1.1160000000000423
西双版纳傣族自治州,4.744577272727273,317.2523999999999,259.4739,57.778499999999894
大理白族自治州,4.581190909090909,305.2125,284.1857,21.02679999999998
德宏傣族景颇族自治州,4.022577272727272,282.82129999999995,251.49120000000002,31.33009999999993
怒江傈僳族自治州,3.475940909090909,242.4101,226.49589999999998,15.914200000000022
迪庆藏族自治州,3.8351136363636367,271.4276,235.2534,36.174199999999985
拉萨市,3.6913363636363625,261.4021,195.2877,66.11440000000002
日喀则市,3.11035,219.8655,213.3537,6.511799999999994
昌都市,2.652304545454546,216.12210000000002,182.99929999999998,33.12280000000004
林芝市,2.8020863636363633,217.8443,168.47250000000003,49.37179999999998
山南市,2.8078272727272733,217.5556,187.09230000000002,30.463299999999975
那曲市,2.497340909090909,223.3046,177.42430000000002,45.88029999999998
阿里地区,1.9679909090909091,174.44549999999998,135.44580000000002,38.99969999999996
西安市,5.154281818181819,314.8835,214.38870000000003,100.4948
铜川市,4.612877272727271,313.1046,257.1945,55.9101
宝鸡市,5.009390909090908,335.1262,273.3809,61.745299999999986
咸阳市,4.426240909090908,306.02549999999997,232.72090000000003,73.30459999999994
渭南市,4.682377272727272,327.98109999999997,250.57330000000002,77.40779999999995
延安市,4.9796227272727265,345.36730000000006,282.7798,62.587500000000034
汉中市,5.31895,346.18649999999997,312.85130000000004,33.33519999999993
榆林市,5.275604545454545,356.72490000000005,307.0494,49.675500000000056
安康市,5.226599999999999,331.4859,314.8021,16.68380000000002
商洛市,4.5984181818181815,303.02219999999994,281.8766,21.145599999999945
兰州市,4.6342181818181825,304.747,226.6461,78.10090000000002
嘉峪关市,5.20755,331.66479999999996,307.4846,24.180199999999957
金昌市,5.121590909090908,343.1418,320.0027999999999,23.139000000000067
白银市,4.626881818181819,323.56909999999993,274.0478,49.52129999999994
天水市,4.264777272727272,299.3886,250.86059999999995,48.52800000000005
武威市,4.840854545454546,328.94020000000006,298.815,30.125200000000063
张掖市,5.025322727272727,332.189,296.2699,35.919100000000014
平凉市,4.667577272727272,323.8347,275.93019999999996,47.90450000000004
酒泉市,4.443822727272726,310.4663,265.55249999999995,44.91380000000004
庆阳市,4.326027272727273,311.9298,267.7638,44.166
定西市,4.542027272727274,322.4425,284.94019999999995,37.50230000000005
陇南市,4.56125,297.09979999999996,274.42490000000004,22.674899999999923
临夏回族自治州,4.5596499999999995,341.459,301.28399999999993,40.17500000000007
甘南藏族自治州,3.854522727272727,281.15809999999993,220.79589999999996,60.36219999999997
西宁市,4.987504545454547,317.8487999999999,264.8877,52.96109999999993
海东市,4.274581818181818,313.16700000000003,266.6785,46.488500000000045
海北藏族自治州,3.7379272727272723,284.03990000000005,244.6076,39.432300000000055
黄南藏族自治州,3.4301136363636364,268.14950000000005,237.47230000000002,30.677200000000028
海南藏族自治州,4.201586363636365,315.5414,282.56759999999997,32.97380000000004
果洛藏族自治州,2.602595454545454,231.16910000000001,175.7703,55.39880000000002
玉树藏族自治州,2.8973818181818185,240.85760000000002,183.5693,57.28830000000002
海西蒙古族藏族自治州,3.624022727272727,264.1648,233.1388,31.02600000000001
银川市,5.693031818181818,359.5321,268.2389,91.29320000000001
石嘴山市,5.5614136363636355,382.1255,312.734,69.39150000000001
吴忠市,5.38250909090909,367.8428,276.83140000000003,91.01139999999998
固原市,5.323086363636365,378.7538,307.3316,71.42220000000003
中卫市,5.188659090909091,382.7657,295.6925,87.07319999999999
乌鲁木齐市,4.347977272727272,282.16940000000005,157.04199999999997,125.12740000000008
克拉玛依市,4.748627272727274,301.0915,183.0016,118.0899
吐鲁番市,4.085259090909092,306.9344,184.1326,122.80179999999999
哈密市,4.5721,316.0036,195.92950000000002,120.07409999999999
昌吉回族自治州,3.8848000000000003,282.1623000000001,168.88000000000002,113.28230000000005
博尔塔拉蒙古自治州,4.163418181818182,301.3826,168.2564,133.1262
巴音郭楞蒙古自治州,4.024863636363635,284.57809999999995,168.2904,116.28769999999994
阿克苏地区,4.684490909090909,335.4204,213.03710000000004,122.38329999999993
克孜勒苏柯尔克孜自治州,5.12065909090909,349.5132,257.113,92.40019999999998
喀什地区,5.595413636363637,370.7826,277.5468,93.23579999999998
和田地区,4.6916363636363645,327.74800000000005,256.11459999999994,71.63340000000011
伊犁哈萨克自治州,4.571695454545455,316.36289999999997,182.17,134.19289999999998
塔城地区,3.6110363636363645,270.49629999999996,157.46720000000002,113.02909999999994
阿勒泰地区,3.3804772727272723,267.3662,161.4704,105.89579999999998
石河子市,4.19875,277.4414,168.10719999999998,109.33420000000001
阿拉尔市,3.682445454545454,266.1407,169.3245,96.81619999999998
图木舒克市,4.641081818181818,300.5958,219.1325,81.4633
五家渠市,3.0958818181818186,222.10580000000002,130.1059,91.99990000000003
北屯市,4.537545454545454,314.09380000000004,182.5616,131.53220000000005
铁门关市,2.047559090909091,200.32050000000004,99.935,100.38550000000004
双河市,1.622472727272727,163.64439999999996,76.60610000000001,87.03829999999995
可克达拉市,2.629231818181818,198.06439999999998,125.8628,72.20159999999998
昆玉市,3.0342454545454545,210.6442,166.4526,44.19160000000002
